Date,Time,Crop Name,Temperature,Humidity,Soil Moisture,Light Intensity,Temperature_LIH,Humidity_LIH,Soil_Moisture_LIH,Light_Intensity_LIH,Advice
26/5/24,6:37:56,Potato,23.27,79.38,70.98,13653.95,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
15/5/24,17:44:37,Jute,27.71,87.2,31.01,41628.8,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
23/5/24,16:20:24,Jute,41.82,67.59,67.75,28315.21,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
13/1/24,16:13:19,Jute,20.78,62.33,33.59,28485.66,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
4/3/24,23:20:19,Potato,23.23,76.25,70.15,16493.97,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
13/4/24,4:15:12,Wheat,11.08,48.96,14.26,12021.89,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
8/5/24,4:56:13,Rice,24.82,64.01,87.43,21434.19,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
8/11/23,19:37:13,Rice,36.5,97.77,87.41,21420.86,High,High,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
25/8/24,14:04:38,Jute,26.09,80.59,38.4,25826.74,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
31/3/24,1:04:54,Rice,29.28,78.26,79.03,8095.66,Ideal,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
25/7/24,2:14:10,Sugarcane,34.77,80.33,53.63,24926.75,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
24/7/24,8:55:41,Jute,29.59,74.92,36.33,53771.13,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
4/11/23,4:43:26,Jute,38.45,70.22,63.95,25854.11,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
23/4/24,1:08:15,Wheat,13.55,68.57,43.32,13059.88,Ideal,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
19/12/23,10:48:19,Jute,21.93,80.22,64.35,51530.45,Low,High,High,High,Conditions are within the ideal range.
29/11/23,17:45:59,Potato,22.42,91.58,89.55,6748.24,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
18/10/23,21:15:08,Jute,38.92,82.18,66.7,28630.06,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
18/3/24,22:19:58,Wheat,26.53,44.04,11.78,16155.68,High,Low,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
11/10/23,3:49:41,Potato,16.61,80.87,89.27,9315.7,Low,Ideal,High,Ideal,Conditions are within the ideal range.
22/6/24,2:18:57,Potato,18.75,74.94,69.56,15589.16,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
6/10/23,22:57:45,Wheat,21.57,47.42,47.29,22153.52,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
13/11/23,6:21:07,Jute,21.28,71.28,49.89,39679.36,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
7/9/24,2:35:29,Potato,20.05,70.08,76.64,6292.22,Ideal,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
12/3/24,13:06:56,Rice,39.78,60.64,63.26,18436.93,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
28/7/24,10:08:22,Wheat,25.82,52.56,39.6,14587.9,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
20/9/24,4:45:12,Jute,21.82,59.57,33.72,53917.64,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
18/10/23,9:31:50,Rice,22.77,97.03,87.91,20656.49,Low,High,High,High,Conditions are within the ideal range.
15/3/24,22:04:21,Potato,15.68,79.35,82.64,6456.98,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
11/3/24,10:47:57,Potato,17.93,79.35,60.64,7666.23,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
13/10/23,2:03:46,Wheat,22.64,45.69,11.18,26793.6,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
1/11/23,16:25:27,Jute,38.98,83.4,51.19,28726.89,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
24/9/23,22:46:03,Wheat,15.15,42.67,42.74,25982.17,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
30/11/23,6:54:55,Sugarcane,37.19,56.57,75.17,18472.34,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
16/8/24,2:24:59,Jute,39.56,53.87,68.7,41802.06,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
4/5/24,9:50:35,Potato,22.46,82.58,68.48,6507.74,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
29/10/23,7:16:17,Sugarcane,31.44,89.3,72.91,19568.17,Ideal,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
9/4/24,13:03:39,Sugarcane,37.24,74.9,73.28,19489.87,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
22/10/23,6:35:20,Sugarcane,21.35,86.22,30.72,21036.82,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
15/7/24,0:17:11,Potato,17.01,81.88,69.21,15494.66,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
4/2/24,23:14:56,Rice,32.34,95.66,88.35,14974.9,Ideal,High,High,Ideal,Conditions are within the ideal range.
13/9/24,2:43:08,Potato,23.59,77.12,62.33,16982.81,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
13/11/23,18:30:11,Jute,27.63,56.87,64.73,50730.76,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
17/10/23,15:51:22,Wheat,23.09,42.2,43.11,25688.14,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
14/1/24,21:40:55,Rice,32.93,84.3,80.91,20161.85,Ideal,Ideal,High,High,Conditions are within the ideal range.
24/4/24,14:58:27,Rice,37.25,79.12,53.47,11402.2,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
17/1/24,10:59:21,Sugarcane,22.69,69.21,39.62,28407.32,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
25/10/23,1:50:58,Rice,36.69,77.65,78.71,21199.75,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
4/3/24,23:04:33,Wheat,25.45,53.97,43.59,17817.21,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
26/1/24,9:38:53,Wheat,10.55,57.22,49.69,17940.96,Low,Ideal,High,Ideal,Conditions are within the ideal range.
12/4/24,1:10:43,Rice,25.23,99.85,64.45,10020.91,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
19/10/23,20:54:25,Sugarcane,23.48,79.74,34.51,31506.34,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
20/6/24,23:12:51,Potato,23.2,93.78,85.99,10729.42,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
18/6/24,1:21:04,Rice,23.76,95.66,66.02,16893.38,Low,High,Ideal,Ideal,Conditions are within the ideal range.
13/7/24,23:02:23,Sugarcane,21.3,81.33,35.77,25295.09,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
5/4/24,4:16:49,Sugarcane,22.08,55.5,72.79,27760.32,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
10/11/23,15:02:10,Rice,24.77,65.76,63.6,8663.78,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
24/8/24,11:23:14,Potato,22.66,85.82,69.71,14512.11,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
12/2/24,2:01:37,Jute,41.93,61.65,68.69,40565.82,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
16/10/23,14:46:51,Wheat,27.02,63.4,45.59,12625.52,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
3/3/24,13:16:22,Sugarcane,38.29,75.09,78.24,29647.54,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
9/11/23,4:32:25,Rice,35.06,60.81,85.23,21240.11,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
26/1/24,17:39:58,Potato,23.5,93.26,89.58,10085.39,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
27/7/24,3:20:18,Wheat,12.35,51.66,19.67,24189.98,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
10/11/23,22:24:43,Rice,29.03,93.15,76.01,10726.76,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
30/4/24,2:59:43,Jute,34.03,51.36,62.2,51025.23,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
7/5/24,12:42:49,Wheat,27.35,61.95,18.89,14774.44,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
21/1/24,1:03:37,Rice,34.46,65.19,86.29,8429.5,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
20/4/24,9:26:57,Sugarcane,38.77,49.61,35.67,31389.13,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
21/2/24,16:38:39,Sugarcane,39.44,55.93,30.24,29660.77,High,Low,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
24/7/24,9:51:33,Wheat,26.43,43.98,26.96,22596.98,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
16/11/23,19:11:17,Potato,17.23,92.65,85.22,6138.18,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/6/24,18:52:00,Wheat,10.39,52.08,46.07,21721.38,Low,Ideal,High,Ideal,Conditions are within the ideal range.
11/8/24,23:48:04,Wheat,21.9,56.51,17.24,22868.32,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
26/5/24,16:56:41,Jute,38.68,80.71,66.56,53758.23,High,High,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
24/7/24,4:38:49,Rice,23,76.21,59.07,21706.35,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
15/7/24,1:24:56,Rice,21.32,89.07,67.02,21445.36,Low,Ideal,Ideal,High,Conditions are within the ideal range.
31/10/23,2:38:06,Potato,23.5,82.89,62.37,7161.58,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
25/3/24,13:43:42,Potato,15.2,90.35,89.21,11983.48,Low,High,High,Ideal,Conditions are within the ideal range.
14/4/24,1:27:26,Rice,20.54,67.85,70.79,9532.15,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
2/1/24,2:13:40,Wheat,11.93,62.87,12.47,13786.41,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/7/24,7:54:47,Jute,25.63,51.92,62.09,54527.18,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
5/2/24,14:03:50,Sugarcane,36.6,53.32,62.35,30971.88,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
18/9/24,12:16:48,Potato,16.32,71.97,76.68,6852.28,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
22/1/24,0:32:22,Potato,20.23,76.99,87.22,16240.89,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
9/3/24,13:03:38,Rice,38.88,91.04,57.64,11003.09,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
10/11/23,3:02:09,Jute,39.47,83.24,32.81,54606.7,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
2/8/24,9:38:42,Sugarcane,21.57,52.41,35.58,19168.35,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
9/8/24,22:08:31,Rice,24.65,89.11,56.94,9580.07,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
27/4/24,15:23:42,Wheat,10.14,57.82,45.84,13189.23,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
16/10/23,2:20:09,Potato,22.58,89.81,88.4,6893.92,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
13/10/23,14:55:02,Rice,24.84,91.02,64.4,14072.95,Low,High,Ideal,Ideal,Conditions are within the ideal range.
5/7/24,15:40:08,Rice,30.59,68.09,53.91,20319.09,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
26/1/24,10:14:53,Wheat,13.24,58.72,43.08,18440.9,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
28/9/23,17:08:03,Rice,23.08,81.61,65.91,17726.33,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
22/12/23,16:27:51,Rice,39.15,68.87,87.69,17061.61,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
30/7/24,23:04:47,Jute,41.53,82.27,68.54,26955.92,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
27/10/23,18:42:10,Rice,20.04,66.08,64.88,21770.51,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
20/1/24,11:19:10,Sugarcane,24.75,87.81,75.11,18060.8,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
4/2/24,10:40:12,Wheat,15.17,42.6,42.4,27326.77,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
24/9/23,17:50:20,Potato,16.05,94.15,68.31,12024,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
17/11/23,16:59:41,Sugarcane,39.26,54.2,75.56,32842.12,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
24/7/24,23:14:48,Jute,39.13,83.79,53.43,50166.83,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
4/8/24,19:00:36,Potato,24.51,90.7,86.12,15096.04,High,High,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
3/7/24,16:45:56,Sugarcane,20.99,64.7,43.1,19419.03,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
22/7/24,8:20:07,Wheat,17.33,59,17.18,24340.48,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
30/8/24,21:32:01,Potato,18.15,84.42,67.52,15798.07,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
7/10/23,8:51:31,Wheat,10.44,64.88,27.7,16202.44,Low,High,Ideal,Ideal,Conditions are within the ideal range.
8/9/24,14:43:57,Sugarcane,25.38,52.24,38.25,30048.98,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
11/5/24,4:03:26,Wheat,13.36,52.6,24.42,18522.8,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
25/8/24,3:44:40,Sugarcane,34.6,76.49,47.5,23092.29,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
9/4/24,14:29:17,Potato,19.08,77.69,86.31,15524.35,Ideal,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
6/10/23,9:47:22,Jute,41.15,71.01,31.03,29232.45,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
24/9/23,21:22:39,Sugarcane,21.66,82.83,33.74,18027.34,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
22/6/24,18:45:15,Wheat,10.45,47.71,32.63,25627.84,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
16/4/24,19:55:47,Wheat,11.52,60.32,45.66,24962.46,Low,High,High,Ideal,Conditions are within the ideal range.
12/2/24,2:25:21,Wheat,26.52,57.58,13.86,12132.31,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/12/23,6:14:10,Potato,24.55,77.99,72.09,10866.46,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
22/1/24,23:18:01,Rice,36.69,90.4,53.25,9814.67,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
3/7/24,17:13:00,Wheat,20.32,64.29,47.38,27682.33,Ideal,High,High,High,Conditions are within the ideal range.
4/7/24,8:50:24,Jute,28.98,54.77,35.63,44956.45,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
31/1/24,17:57:04,Wheat,25.34,62.87,18.48,12307.03,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
22/8/24,6:45:51,Potato,20.01,79.33,82.08,7978.48,Ideal,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
10/3/24,2:46:53,Potato,24.93,75.42,88.52,6866.47,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
9/3/24,21:00:42,Potato,20.49,89.75,87.54,7189,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
1/5/24,4:28:24,Wheat,21.11,40.85,17.96,12134.16,Ideal,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
9/8/24,0:23:45,Sugarcane,35.74,53.84,37.86,30478.57,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
1/7/24,20:38:45,Rice,21.94,68.65,86.12,12396.85,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
23/6/24,14:11:08,Rice,23.78,82.77,85.82,9667.75,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
18/4/24,10:53:23,Jute,38.5,51.75,30.58,29798.29,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
24/11/23,23:15:54,Jute,33.04,61.19,44,27368.76,Ideal,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
13/5/24,6:24:31,Sugarcane,34.74,81.81,74.92,25745.49,Ideal,High,High,Ideal,Conditions are within the ideal range.
23/7/24,14:39:12,Potato,24.22,80.56,69.01,13287.54,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
16/5/24,12:27:19,Rice,21.75,68.41,83.33,9432.18,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
23/8/24,4:32:00,Rice,22.91,62.05,80.63,20036.19,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
20/5/24,10:32:20,Rice,37.79,76.91,82.43,9524.14,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
25/12/23,6:36:36,Potato,16.42,90.75,75.5,16969.97,Low,High,Ideal,High,Conditions are within the ideal range.
25/3/24,12:03:08,Rice,27.36,92.39,55.12,8561.24,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
15/5/24,15:23:36,Wheat,25.94,45.52,42.76,12168.23,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
15/6/24,10:23:24,Rice,38.77,64.92,87.11,9120.94,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
27/3/24,23:28:28,Wheat,22.52,57.46,40.74,14268.6,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
23/9/23,10:18:54,Potato,17.82,92.12,66.12,7984.44,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/1/24,3:25:07,Wheat,10.54,40.23,16.08,14235.06,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
8/11/23,0:08:31,Wheat,11.68,48.54,11.16,27266.14,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
1/5/24,1:14:01,Jute,20.62,74.61,37.05,25681.78,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
20/7/24,22:04:05,Jute,24.21,80.88,61.38,40891.32,Ideal,High,High,Ideal,Conditions are within the ideal range.
14/11/23,20:01:12,Sugarcane,36.38,89.81,57.13,19036.14,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
10/2/24,16:20:32,Sugarcane,26.94,53.09,73.08,19577.72,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
28/6/24,6:36:36,Wheat,27.56,64.89,47.18,14534.64,High,High,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
23/3/24,4:52:34,Potato,15.84,79.83,84.75,12946.85,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
21/5/24,23:18:42,Jute,21.16,89.52,39.93,28404.37,Low,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/9/24,17:28:10,Jute,38.88,54.93,66.2,52377.85,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
2/12/23,20:38:05,Jute,23.02,77.81,37.14,29644.27,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
22/10/23,13:12:21,Wheat,10.3,49.66,12.07,21184.79,Low,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
26/1/24,20:13:05,Rice,23.12,66.21,89.6,21396.64,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
14/4/24,4:49:12,Sugarcane,27,65.49,66.94,34572.83,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
1/2/24,16:04:52,Wheat,11.36,42.69,48.29,19705.36,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
21/2/24,10:21:33,Rice,35.13,91.18,58,21019.06,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
15/1/24,9:41:28,Jute,41.21,50.96,61.21,44810.74,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
6/1/24,11:21:12,Potato,23.05,91.46,69.14,11647.99,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
29/10/23,6:29:19,Wheat,11.96,64.24,17.2,21601.95,Low,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
15/11/23,17:57:48,Wheat,25.16,61.89,33.29,12061.6,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
